"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
291,http://www.wikidata.org/entity/Q102225576,astronomer,NA,NA,NA,NA,NA,291,
292,http://www.wikidata.org/entity/Q102226534,physicist,NA,NA,NA,NA,NA,292,
293,http://www.wikidata.org/entity/Q102226552,physicist,engineer,NA,NA,NA,NA,293,
294,http://www.wikidata.org/entity/Q102226853,physicist,university-teacher,NA,NA,NA,NA,294,
295,http://www.wikidata.org/entity/Q102226864,physicist,teacher,NA,NA,NA,NA,295,
296,http://www.wikidata.org/entity/Q102226933,physicist,university-teacher,scientist,physics,biomechanics,NA,296,
297,http://www.wikidata.org/entity/Q102226944,physicist,NA,NA,NA,NA,NA,297,
298,http://www.wikidata.org/entity/Q102229206,physicist,NA,NA,NA,NA,NA,298,
299,http://www.wikidata.org/entity/Q102229209,physicist,university-teacher,NA,physics,mathematical-physics,education,299,
300,http://www.wikidata.org/entity/Q102229695,physicist,NA,NA,NA,NA,NA,300,
301,http://www.wikidata.org/entity/Q102229760,physicist,mathematician,applied-mathematician,NA,NA,NA,301,
302,http://www.wikidata.org/entity/Q102229833,physicist,NA,NA,NA,NA,NA,302,
303,http://www.wikidata.org/entity/Q102229834,physicist,NA,NA,NA,NA,NA,303,
304,http://www.wikidata.org/entity/Q102232575,physicist,NA,NA,NA,NA,NA,304,
305,http://www.wikidata.org/entity/Q102232899,physicist,mathematician,NA,NA,NA,NA,305,
306,http://www.wikidata.org/entity/Q102233511,NA,university-teacher,mathematician,physics,mathematics,applied-mathematics,306,
307,http://www.wikidata.org/entity/Q102233537,physicist,NA,NA,NA,NA,NA,307,
308,http://www.wikidata.org/entity/Q102235896,physicist,university-teacher,mathematician,physics,mathematics,geometry,308,
309,http://www.wikidata.org/entity/Q102236931,physicist,mathematician,chemist,NA,NA,NA,309,
310,http://www.wikidata.org/entity/Q102237210,physicist,university-teacher,NA,theoretical-physics,cosmology,gravity,310,
311,http://www.wikidata.org/entity/Q102239054,physicist,NA,NA,NA,NA,NA,311,
312,http://www.wikidata.org/entity/Q102239058,physicist,teacher,NA,NA,NA,NA,312,
313,http://www.wikidata.org/entity/Q102239059,physicist,mathematician,poet,physics,mathematics,prose,313,
314,http://www.wikidata.org/entity/Q102239144,physicist,NA,NA,NA,NA,NA,314,
315,http://www.wikidata.org/entity/Q102239203,physicist,NA,NA,NA,NA,NA,315,
316,http://www.wikidata.org/entity/Q102240864,physicist,university-teacher,NA,NA,NA,NA,316,
317,http://www.wikidata.org/entity/Q102241542,physicist,NA,NA,NA,NA,NA,317,
318,http://www.wikidata.org/entity/Q102242901,physicist,mathematician,NA,physics,mathematics,algebra,318,
319,http://www.wikidata.org/entity/Q102243149,NA,university-teacher,mathematician,physics,mathematics,mechanics,319,
320,http://www.wikidata.org/entity/Q102243177,NA,mathematician,researcher,physics,mathematics,algebra,320,
321,http://www.wikidata.org/entity/Q102243883,physicist,engineer,NA,NA,NA,NA,321,
322,http://www.wikidata.org/entity/Q102243898,physicist,university-teacher,scientist,optics,applied-physics,photonics,322,
323,http://www.wikidata.org/entity/Q102245156,physicist,university-teacher,NA,astronomy,NA,NA,323,
324,http://www.wikidata.org/entity/Q102245569,physicist,NA,NA,NA,NA,NA,324,
325,http://www.wikidata.org/entity/Q102246170,physicist,university-teacher,mathematician,NA,NA,NA,325,
326,http://www.wikidata.org/entity/Q102246200,physicist,mathematician,teacher,NA,NA,NA,326,
327,http://www.wikidata.org/entity/Q102246698,physicist,NA,NA,NA,NA,NA,327,
328,http://www.wikidata.org/entity/Q102246765,physicist,NA,NA,NA,NA,NA,328,
329,http://www.wikidata.org/entity/Q102248083,physicist,university-teacher,mathematician,applied-mathematics,general-relativity,librarian,329,
330,http://www.wikidata.org/entity/Q102248649,physicist,university-teacher,scientist,physics,theoretical-physics,particle-physics,330,
331,http://www.wikidata.org/entity/Q102250558,physicist,NA,NA,NA,NA,NA,331,
332,http://www.wikidata.org/entity/Q102250757,physicist,university-teacher,NA,NA,NA,NA,332,
333,http://www.wikidata.org/entity/Q102253348,NA,university-teacher,mathematician,physics,mathematics,information-theory,333,
334,http://www.wikidata.org/entity/Q102253648,physicist,NA,NA,NA,NA,NA,334,
335,http://www.wikidata.org/entity/Q102254602,physicist,NA,NA,NA,NA,NA,335,
336,http://www.wikidata.org/entity/Q102255246,physicist,university-teacher,mathematician,optics,fluid-mechanics,photonics,336,
337,http://www.wikidata.org/entity/Q102255556,physicist,NA,NA,magnetometry,NA,NA,337,
338,http://www.wikidata.org/entity/Q102257214,physicist,NA,NA,NA,NA,NA,338,
339,http://www.wikidata.org/entity/Q102259275,physicist,NA,NA,NA,NA,NA,339,
340,http://www.wikidata.org/entity/Q102260143,physicist,NA,NA,NA,NA,NA,340,
341,http://www.wikidata.org/entity/Q102263182,astronomer,researcher,NA,NA,NA,NA,341,
342,http://www.wikidata.org/entity/Q102263901,physicist,mathematician,NA,NA,NA,NA,342,
343,http://www.wikidata.org/entity/Q102266,physicist,university-teacher,chemist,biochemistry,molecular-biology,NA,343,
344,http://www.wikidata.org/entity/Q102266283,astronomer,NA,NA,NA,NA,NA,344,
345,http://www.wikidata.org/entity/Q102266607,physicist,preservationist,NA,NA,NA,NA,345,
346,http://www.wikidata.org/entity/Q102267579,physicist,university-teacher,economist,mathematical-finance,econometrics,corporate-finance,346,
347,http://www.wikidata.org/entity/Q102267678,physicist,university-teacher,NA,NA,NA,NA,347,
348,http://www.wikidata.org/entity/Q102267696,astronomer,NA,NA,NA,NA,NA,348,
349,http://www.wikidata.org/entity/Q102270320,physicist,NA,NA,NA,NA,NA,349,
350,http://www.wikidata.org/entity/Q102270855,physicist,university-teacher,mathematician,physics,NA,NA,350,
351,http://www.wikidata.org/entity/Q102272751,physicist,NA,NA,NA,NA,NA,351,
352,http://www.wikidata.org/entity/Q102273290,physicist,university-teacher,academic,particle-physics,NA,NA,352,
353,http://www.wikidata.org/entity/Q102273356,physicist,mathematician,inventor,NA,NA,NA,353,
354,http://www.wikidata.org/entity/Q102274184,physicist,NA,NA,NA,NA,NA,354,
355,http://www.wikidata.org/entity/Q102274421,astronomer,mathematician,historian-of-science,NA,NA,NA,355,
356,http://www.wikidata.org/entity/Q102277886,physicist,university-teacher,radio-astronomer,electrical-engineering,NA,NA,356,
357,http://www.wikidata.org/entity/Q102279456,physicist,NA,NA,NA,NA,NA,357,
358,http://www.wikidata.org/entity/Q102281985,physicist,NA,NA,NA,NA,NA,358,
359,http://www.wikidata.org/entity/Q102282483,physicist,NA,NA,NA,NA,NA,359,
360,http://www.wikidata.org/entity/Q102283128,astronomer,astrophysicist,NA,NA,NA,NA,360,
361,http://www.wikidata.org/entity/Q102284578,physicist,NA,NA,astronomy,theoretical-physics,condensed-matter-physics,361,
362,http://www.wikidata.org/entity/Q102284829,physicist,university-teacher,editor,physics,theoretical-physics,mathematical-physics,362,
363,http://www.wikidata.org/entity/Q102285190,physicist,mathematician,epidemiologist,NA,NA,NA,363,
364,http://www.wikidata.org/entity/Q102285921,physicist,NA,NA,NA,NA,NA,364,
365,http://www.wikidata.org/entity/Q102287513,physicist,university-teacher,academic,physics,NA,NA,365,
366,http://www.wikidata.org/entity/Q102291,physicist,chemist,NA,physics,chemistry,NA,366,
367,http://www.wikidata.org/entity/Q102291191,physicist,NA,NA,NA,NA,NA,367,
368,http://www.wikidata.org/entity/Q102291726,physicist,NA,NA,NA,NA,NA,368,
369,http://www.wikidata.org/entity/Q102292545,astronomer,NA,NA,NA,NA,NA,369,
370,http://www.wikidata.org/entity/Q102293847,physicist,NA,NA,NA,NA,NA,370,
371,http://www.wikidata.org/entity/Q102297412,physicist,business-consultant,NA,NA,NA,NA,371,
372,http://www.wikidata.org/entity/Q102298263,physicist,university-teacher,NA,NA,NA,NA,372,
373,http://www.wikidata.org/entity/Q102298291,physicist,NA,NA,NA,NA,NA,373,
374,http://www.wikidata.org/entity/Q102299921,physicist,mathematician,NA,NA,NA,NA,374,
375,http://www.wikidata.org/entity/Q102300,physicist,university-teacher,nuclear-physicist,NA,NA,NA,375,
376,http://www.wikidata.org/entity/Q102300121,physicist,NA,NA,NA,NA,NA,376,
377,http://www.wikidata.org/entity/Q102301026,physicist,NA,NA,NA,NA,NA,377,
378,http://www.wikidata.org/entity/Q102301228,physicist,NA,NA,NA,NA,NA,378,
379,http://www.wikidata.org/entity/Q102302559,physicist,NA,NA,NA,NA,NA,379,
380,http://www.wikidata.org/entity/Q102302580,physicist,university-teacher,NA,physics,NA,NA,380,
381,http://www.wikidata.org/entity/Q102302710,astronomer,mathematician,NA,NA,NA,NA,381,
382,http://www.wikidata.org/entity/Q102303691,physicist,university-teacher,NA,quantum-physics,superstring-theory,NA,382,
383,http://www.wikidata.org/entity/Q102303974,physicist,NA,NA,NA,NA,NA,383,
384,http://www.wikidata.org/entity/Q102304321,physicist,scientist,inventor,physics,electronics,chaos-theory,384,
385,http://www.wikidata.org/entity/Q102304365,physicist,NA,NA,NA,NA,NA,385,
386,http://www.wikidata.org/entity/Q102304367,physicist,NA,NA,NA,NA,NA,386,
387,http://www.wikidata.org/entity/Q102304377,physicist,NA,NA,NA,NA,NA,387,
388,http://www.wikidata.org/entity/Q102305241,physicist,university-teacher,nuclear-physicist,NA,NA,NA,388,
389,http://www.wikidata.org/entity/Q102305263,physicist,NA,NA,NA,NA,NA,389,
390,http://www.wikidata.org/entity/Q102305290,physicist,university-teacher,NA,physics,particle-physics,theory-of-relativity,390,
391,http://www.wikidata.org/entity/Q102305473,physicist,NA,NA,mathematical-physics,NA,NA,391,
392,http://www.wikidata.org/entity/Q102305572,physicist,NA,NA,NA,NA,NA,392,
393,http://www.wikidata.org/entity/Q102305908,physicist,university-teacher,mathematician,probability-theory,bayesian-inference,NA,393,
394,http://www.wikidata.org/entity/Q102305930,physicist,NA,NA,NA,NA,NA,394,
395,http://www.wikidata.org/entity/Q102305968,physicist,NA,NA,NA,NA,NA,395,
396,http://www.wikidata.org/entity/Q102306070,physicist,NA,NA,NA,NA,NA,396,
397,http://www.wikidata.org/entity/Q102306319,physicist,NA,NA,NA,NA,NA,397,
398,http://www.wikidata.org/entity/Q102306320,physicist,university-teacher,NA,NA,NA,NA,398,
399,http://www.wikidata.org/entity/Q102307737,physicist,NA,NA,NA,NA,NA,399,
400,http://www.wikidata.org/entity/Q102308410,physicist,NA,NA,NA,NA,NA,400,
401,http://www.wikidata.org/entity/Q102310122,physicist,NA,NA,NA,NA,NA,401,
402,http://www.wikidata.org/entity/Q102310304,physicist,NA,NA,NA,NA,NA,402,
403,http://www.wikidata.org/entity/Q102310307,physicist,university-teacher,NA,NA,NA,NA,403,
404,http://www.wikidata.org/entity/Q102310492,physicist,NA,NA,NA,NA,NA,404,
405,http://www.wikidata.org/entity/Q102310499,physicist,NA,NA,physics,optics,color-perception,405,
406,http://www.wikidata.org/entity/Q102310508,physicist,NA,NA,NA,NA,NA,406,
407,http://www.wikidata.org/entity/Q102311,physicist,entrepreneur,NA,NA,NA,NA,407,
408,http://www.wikidata.org/entity/Q102311103,physicist,NA,NA,NA,NA,NA,408,
409,http://www.wikidata.org/entity/Q102311707,astronomer,researcher,NA,NA,NA,NA,409,
410,http://www.wikidata.org/entity/Q102311993,astronomer,NA,NA,NA,NA,NA,410,
411,http://www.wikidata.org/entity/Q102311999,astronomer,university-teacher,academic,astronomy,NA,NA,411,
412,http://www.wikidata.org/entity/Q102312000,astronomer,researcher,NA,NA,NA,NA,412,
413,http://www.wikidata.org/entity/Q102312178,astronomer,NA,NA,NA,NA,NA,413,
414,http://www.wikidata.org/entity/Q102312184,astronomer,NA,NA,astronomy,NA,NA,414,
415,http://www.wikidata.org/entity/Q102312327,astronomer,NA,NA,NA,NA,NA,415,
416,http://www.wikidata.org/entity/Q102312349,astronomer,NA,NA,NA,NA,NA,416,
417,http://www.wikidata.org/entity/Q102312548,physicist,university-teacher,astrophysicist,astronomy,astrophysics,galaxy,417,
418,http://www.wikidata.org/entity/Q102312622,astronomer,NA,NA,NA,NA,NA,418,
419,http://www.wikidata.org/entity/Q102313205,astronomer,NA,NA,NA,NA,NA,419,
420,http://www.wikidata.org/entity/Q102313304,astronomer,NA,NA,astronomy,NA,NA,420,
421,http://www.wikidata.org/entity/Q102313808,astronomer,NA,NA,NA,NA,NA,421,
422,http://www.wikidata.org/entity/Q102313890,astronomer,NA,NA,NA,NA,NA,422,
423,http://www.wikidata.org/entity/Q102313891,astronomer,researcher,NA,NA,NA,NA,423,
424,http://www.wikidata.org/entity/Q102313894,astronomer,NA,NA,astronomy,NA,NA,424,
425,http://www.wikidata.org/entity/Q102314007,astronomer,glass-engraver,NA,NA,NA,NA,425,
426,http://www.wikidata.org/entity/Q102314008,astronomer,NA,NA,NA,NA,NA,426,
427,http://www.wikidata.org/entity/Q102314086,astronomer,NA,NA,NA,NA,NA,427,
428,http://www.wikidata.org/entity/Q102314089,astronomer,NA,NA,NA,NA,NA,428,
429,http://www.wikidata.org/entity/Q102314163,physicist,scientist,NA,physics,radio-astronomy,NA,429,
430,http://www.wikidata.org/entity/Q102314215,astronomer,NA,NA,NA,NA,NA,430,
431,http://www.wikidata.org/entity/Q102314273,astronomer,NA,NA,NA,NA,NA,431,
432,http://www.wikidata.org/entity/Q102314296,astronomer,NA,NA,NA,NA,NA,432,
433,http://www.wikidata.org/entity/Q102314297,astronomer,NA,NA,NA,NA,NA,433,
434,http://www.wikidata.org/entity/Q102314323,astronomer,university-teacher,NA,astronomy,active-galactic-nucleus,missing-mass,434,
435,http://www.wikidata.org/entity/Q102314405,astronomer,NA,NA,NA,NA,NA,435,
436,http://www.wikidata.org/entity/Q102314429,physicist,NA,NA,NA,NA,NA,436,
437,http://www.wikidata.org/entity/Q102314473,astronomer,NA,NA,NA,NA,NA,437,
438,http://www.wikidata.org/entity/Q102314735,physicist,NA,NA,NA,NA,NA,438,
439,http://www.wikidata.org/entity/Q102314821,physicist,studienrat,NA,NA,NA,NA,439,
440,http://www.wikidata.org/entity/Q102314973,astronomer,researcher,NA,NA,NA,NA,440,
441,http://www.wikidata.org/entity/Q102315093,physicist,NA,NA,physics,NA,NA,441,
442,http://www.wikidata.org/entity/Q102315625,physicist,professor,NA,NA,NA,NA,442,
443,http://www.wikidata.org/entity/Q102315825,physicist,NA,NA,NA,NA,NA,443,
444,http://www.wikidata.org/entity/Q102316141,physicist,engineer,military-flight-engineer,NA,NA,NA,444,
445,http://www.wikidata.org/entity/Q102316388,astronomer,NA,NA,NA,NA,NA,445,
446,http://www.wikidata.org/entity/Q102316498,physicist,university-teacher,mathematician,theoretical-physics,mathematical-physics,quantum-field-theory,446,
447,http://www.wikidata.org/entity/Q102319022,physicist,NA,NA,NA,NA,NA,447,
448,http://www.wikidata.org/entity/Q102319334,NA,university-teacher,mathematician,physics,mathematics,geometric-algebra,448,
449,http://www.wikidata.org/entity/Q102320049,physicist,NA,NA,astrophysics,plasma-physics,NA,449,
450,http://www.wikidata.org/entity/Q102320132,astronomer,researcher,NA,NA,NA,NA,450,
451,http://www.wikidata.org/entity/Q102320882,physicist,NA,NA,NA,NA,NA,451,
452,http://www.wikidata.org/entity/Q102321457,physicist,university-teacher,academic,NA,NA,NA,452,
453,http://www.wikidata.org/entity/Q102321555,physicist,NA,NA,NA,NA,NA,453,
454,http://www.wikidata.org/entity/Q102322947,physicist,NA,NA,fluid-dynamics,NA,NA,454,
455,http://www.wikidata.org/entity/Q102326683,physicist,engineer,military-flight-engineer,NA,NA,NA,455,
456,http://www.wikidata.org/entity/Q102326731,astronomer,NA,NA,NA,NA,NA,456,
457,http://www.wikidata.org/entity/Q102328,physicist,university-teacher,biologist,NA,NA,NA,457,
458,http://www.wikidata.org/entity/Q102330373,physicist,university-teacher,NA,NA,NA,NA,458,
459,http://www.wikidata.org/entity/Q102330789,physicist,mathematician,historian-of-science,NA,NA,NA,459,
460,http://www.wikidata.org/entity/Q102331578,physicist,NA,NA,NA,NA,NA,460,
461,http://www.wikidata.org/entity/Q102331581,physicist,NA,NA,NA,NA,NA,461,
462,http://www.wikidata.org/entity/Q102331584,physicist,NA,NA,NA,NA,NA,462,
463,http://www.wikidata.org/entity/Q102331594,physicist,NA,NA,NA,NA,NA,463,
464,http://www.wikidata.org/entity/Q102331770,physicist,NA,NA,NA,NA,NA,464,
465,http://www.wikidata.org/entity/Q102331778,physicist,NA,NA,NA,NA,NA,465,
466,http://www.wikidata.org/entity/Q102333832,physicist,NA,NA,NA,NA,NA,466,
467,http://www.wikidata.org/entity/Q102333842,physicist,NA,NA,NA,NA,NA,467,
468,http://www.wikidata.org/entity/Q102334604,physicist,university-teacher,NA,NA,NA,NA,468,
469,http://www.wikidata.org/entity/Q102335772,physicist,NA,NA,NA,NA,NA,469,
470,http://www.wikidata.org/entity/Q102338443,physicist,NA,NA,physics,NA,NA,470,
471,http://www.wikidata.org/entity/Q102338595,physicist,translator,NA,NA,NA,NA,471,
472,http://www.wikidata.org/entity/Q102338878,physicist,university-teacher,mathematician,NA,NA,NA,472,
473,http://www.wikidata.org/entity/Q102338887,physicist,NA,NA,NA,NA,NA,473,
474,http://www.wikidata.org/entity/Q102338891,physicist,university-teacher,NA,NA,NA,NA,474,
475,http://www.wikidata.org/entity/Q102340571,physicist,chess-player,NA,NA,NA,NA,475,
476,http://www.wikidata.org/entity/Q102341434,physicist,NA,NA,NA,NA,NA,476,
477,http://www.wikidata.org/entity/Q102342745,physicist,computer-scientist,NA,NA,NA,NA,477,
478,http://www.wikidata.org/entity/Q102343,physicist,university-teacher,writer,NA,NA,NA,478,
479,http://www.wikidata.org/entity/Q102343898,physicist,NA,NA,NA,NA,NA,479,
480,http://www.wikidata.org/entity/Q102343999,physicist,mathematician,NA,NA,NA,NA,480,
481,http://www.wikidata.org/entity/Q102344674,NA,university-teacher,NA,physics,NA,NA,481,
482,http://www.wikidata.org/entity/Q102345246,physicist,NA,NA,NA,NA,NA,482,
483,http://www.wikidata.org/entity/Q102345451,physicist,mathematician,NA,NA,NA,NA,483,
484,http://www.wikidata.org/entity/Q102347014,physicist,university-teacher,NA,NA,NA,NA,484,
485,http://www.wikidata.org/entity/Q102347428,astronomer,researcher,NA,NA,NA,NA,485,
486,http://www.wikidata.org/entity/Q102348432,physicist,NA,NA,NA,NA,NA,486,
487,http://www.wikidata.org/entity/Q102349075,physicist,mathematician,NA,NA,NA,NA,487,
488,http://www.wikidata.org/entity/Q102349277,physicist,NA,NA,NA,NA,NA,488,
489,http://www.wikidata.org/entity/Q102349628,astronomer,university-teacher,mechanical-engineer,astronomy,amateur-astronomy,scientific-non-fiction-literature,489,
490,http://www.wikidata.org/entity/Q102352668,physicist,university-teacher,NA,NA,NA,NA,490,
491,http://www.wikidata.org/entity/Q102352679,physicist,NA,NA,NA,NA,NA,491,
492,http://www.wikidata.org/entity/Q102353026,physicist,NA,NA,NA,NA,NA,492,
493,http://www.wikidata.org/entity/Q102353300,physicist,NA,NA,NA,NA,NA,493,
494,http://www.wikidata.org/entity/Q102354011,astronomer,NA,NA,celestial-mechanics,NA,NA,494,
495,http://www.wikidata.org/entity/Q102354293,physicist,university-teacher,astrophysicist,theoretical-physics,astrophysics,particle-physics,495,
496,http://www.wikidata.org/entity/Q102354648,physicist,NA,NA,NA,NA,NA,496,
497,http://www.wikidata.org/entity/Q102355490,physicist,NA,NA,NA,NA,NA,497,
498,http://www.wikidata.org/entity/Q102356208,physicist,mathematician,NA,NA,NA,NA,498,
499,http://www.wikidata.org/entity/Q102356629,physicist,NA,NA,NA,NA,NA,499,
500,http://www.wikidata.org/entity/Q102357892,physicist,university-teacher,historian,physics,astrophysics,theory-of-relativity,500,
